Date,Open,High,Low,Close,Adj Close,Volume
2020-03-11,71.150002,71.879997,68.000000,68.410004,67.827354,2680900
2020-03-12,63.910000,69.970001,61.000000,63.410000,62.869926,3918200
2020-03-13,65.949997,66.040001,62.110001,63.290001,62.750954,4123600
2020-03-16,50.020000,64.419998,47.980000,60.430000,59.915310,3875300
2020-03-17,61.880001,71.870003,61.700001,68.690002,68.104958,3964700
2020-03-18,65.879997,71.720001,65.709999,69.379997,68.789078,3034800
2020-03-19,69.860001,70.940002,65.750000,66.699997,66.131905,2357100
2020-03-20,66.000000,66.980003,64.139999,65.750000,65.190002,3647100
2020-03-23,65.620003,65.769997,59.779999,60.869999,60.351563,2883500
2020-03-24,62.279999,63.369999,59.360001,62.750000,62.215549,2321500
2020-03-25,61.950001,63.820000,59.820000,60.299999,59.786415,2966300
2020-03-26,60.310001,63.980000,60.310001,62.900002,62.364273,2229800
2020-03-27,61.990002,63.529999,61.290001,61.970001,61.442196,2057800
2020-03-30,63.180000,65.260002,63.009998,64.809998,64.258003,2218200
2020-03-31,64.320000,65.550003,63.520000,64.180000,63.633369,2405800
2020-04-01,62.799999,64.470001,61.889999,63.799999,63.256607,1537500
2020-04-02,63.080002,66.739998,63.080002,66.269997,65.705566,2273900
2020-04-03,65.779999,68.180000,65.779999,67.650002,67.073814,1356300
2020-04-06,68.300003,69.449997,68.010002,68.860001,68.273506,1806900
2020-04-07,68.860001,69.690002,66.970001,67.010002,66.439270,1801400
2020-04-08,67.529999,68.980003,66.690002,68.610001,68.025642,1147100
2020-04-09,68.349998,69.980003,68.089996,68.389999,67.807510,1063500
2020-04-13,67.269997,68.589996,67.269997,68.099998,67.519981,1009500
2020-04-14,70.209999,72.400002,68.849998,72.139999,71.525581,2276100
2020-04-15,71.849998,72.730003,71.379997,72.000000,71.386765,1550300
2020-04-16,72.639999,72.970001,71.250000,72.650002,72.031235,1632500
2020-04-17,73.220001,73.669998,71.830002,73.550003,72.923569,1732300
2020-04-20,73.080002,74.099998,72.330002,72.669998,72.051056,1253800
2020-04-21,72.110001,72.330002,70.199997,70.550003,69.949120,1361300
2020-04-22,70.980003,71.910004,70.720001,71.410004,70.801796,786000
2020-04-23,71.269997,71.930000,70.220001,70.660004,70.058189,1010900
2020-04-24,70.540001,71.480003,70.500000,71.349998,70.742302,1047700
2020-04-27,72.300003,72.389999,71.180000,71.480003,70.871193,799500
