Date,Open,High,Low,Close,Adj Close,Volume
2020-03-11,89.230003,89.589996,86.260002,87.790001,85.995018,2653800
2020-03-12,83.720001,84.449997,73.900002,82.620003,80.930717,3492200
2020-03-13,85.889999,88.690002,81.430000,88.529999,86.719872,4368900
2020-03-16,81.339996,84.099998,76.470001,77.180000,75.601936,4690200
2020-03-17,78.629997,90.160004,78.629997,87.209999,85.426865,5763000
2020-03-18,83.199997,88.739998,78.440002,86.250000,84.486496,4556400
2020-03-19,86.720001,86.720001,75.459999,77.050003,75.474609,3691500
2020-03-20,77.510002,77.750000,67.419998,68.339996,66.942688,4340500
2020-03-23,67.690002,67.889999,60.689999,62.230000,60.957619,3432000
2020-03-24,64.699997,72.459999,61.959999,71.440002,69.979309,2697800
2020-03-25,70.239998,74.550003,68.010002,71.900002,70.429909,2181000
2020-03-26,71.989998,79.480003,71.500000,78.739998,77.130043,2771100
2020-03-27,76.430000,83.629997,75.419998,80.959999,79.304657,1749800
2020-03-30,82.639999,84.000000,79.660004,83.650002,81.939659,2672600
2020-03-31,82.550003,82.739998,78.040001,78.209999,76.610886,2981600
2020-04-01,75.500000,77.180000,75.000000,75.989998,74.436279,2425700
2020-04-02,74.529999,79.889999,74.529999,79.290001,77.668808,3084200
2020-04-03,78.199997,79.089996,74.400002,75.059998,73.525291,2394000
2020-04-06,78.010002,82.879997,77.129997,82.089996,80.411552,1736800
2020-04-07,83.250000,83.989998,79.449997,79.779999,78.148781,2830600
2020-04-08,80.239998,84.029999,78.889999,83.349998,81.645790,2055600
2020-04-09,84.449997,91.000000,84.139999,90.099998,88.257774,2348700
2020-04-13,88.730003,89.800003,85.480003,86.720001,84.946884,2258500
2020-04-14,88.900002,91.730003,88.559998,91.400002,89.531204,2359700
2020-04-15,89.809998,90.839996,87.419998,88.919998,87.101906,1767100
2020-04-16,89.440002,90.309998,88.800003,89.790001,87.954109,1771400
2020-04-17,91.489998,92.139999,89.160004,91.559998,89.687920,1586600
2020-04-20,92.019997,93.500000,87.529999,87.769997,85.975410,1996300
2020-04-21,86.519997,88.430000,86.169998,87.199997,85.417068,1764000
2020-04-22,88.500000,89.080002,87.470001,88.010002,86.210518,1434300
2020-04-23,87.830002,88.480003,85.139999,86.559998,84.790161,1434300
2020-04-24,86.720001,87.180000,84.769997,86.570000,84.799950,1571700
2020-04-27,87.010002,87.379997,85.339996,85.570000,83.820404,1770500
2020-04-28,86.309998,87.669998,85.720001,86.220001,84.457115,1427600
2020-04-29,87.150002,87.150002,82.970001,83.370003,81.665375,2346700
2020-04-30,82.830002,83.089996,80.220001,80.699997,79.049980,3111700
2020-05-01,80.220001,80.839996,79.330002,79.870003,78.236954,1543000
2020-05-04,80.309998,81.279999,79.379997,80.800003,79.147934,1255900
