Date,Open,High,Low,Close,Adj Close,Volume
2020-03-11,137.050003,137.630005,131.720001,133.880005,130.438095,1012400
2020-03-12,126.480003,130.000000,117.449997,117.610001,114.586380,1357300
2020-03-13,124.029999,126.970001,117.040001,126.000000,122.760689,1146900
2020-03-16,113.540001,116.269997,104.889999,104.949997,102.251846,1137900
2020-03-17,107.669998,115.760002,102.849998,113.169998,110.260529,1353500
2020-03-18,105.820000,110.639999,96.690002,100.099998,97.526543,1118400
2020-03-19,99.269997,102.349998,96.169998,99.470001,96.912743,855000
2020-03-20,99.820000,100.349998,85.449997,87.500000,85.250473,1731900
2020-03-23,87.250000,87.410004,82.000000,84.669998,82.493225,1247300
2020-03-24,88.320000,93.620003,86.360001,89.180000,86.887283,1483800
2020-03-25,88.599998,105.199997,88.599998,97.839996,95.324646,1311900
2020-03-26,98.150002,103.370003,96.199997,102.790001,100.147385,1149100
2020-03-27,101.760002,111.959999,100.489998,107.599998,104.833725,1287200
2020-03-30,108.580002,109.250000,100.820000,107.129997,104.375809,1139700
2020-03-31,105.820000,107.820000,99.370003,103.029999,100.381218,2255800
2020-04-01,98.199997,99.230003,93.239998,98.739998,96.201508,1274800
2020-04-02,96.750000,99.769997,92.120003,94.250000,91.826935,1515100
2020-04-03,92.989998,96.239998,92.440002,94.309998,91.885399,1080000
2020-04-06,99.400002,106.080002,99.150002,105.279999,102.573364,1144100
2020-04-07,110.099998,112.160004,103.389999,103.790001,101.121666,781600
2020-04-08,104.639999,111.779999,102.959999,110.930000,108.078110,1048300
2020-04-09,112.349998,119.489998,112.349998,116.650002,113.651062,1328700
2020-04-13,115.470001,117.000000,110.040001,111.370003,108.506798,818800
2020-04-14,112.660004,115.849998,111.099998,114.019997,112.095177,1284000
2020-04-15,109.400002,111.190002,108.000000,109.980003,108.123390,871500
2020-04-16,110.410004,110.750000,107.550003,108.309998,106.481575,594100
2020-04-17,111.059998,114.430000,110.339996,113.500000,111.583961,642500
2020-04-20,111.680000,112.750000,108.459999,108.489998,106.658531,593700
