Date,Open,High,Low,Close,Adj Close,Volume
2020-03-11,94.110001,94.139999,88.150002,89.550003,86.924782,1454200
2020-03-12,81.510002,83.440002,77.830002,80.099998,77.751801,2171900
2020-03-13,83.830002,84.379997,76.879997,81.570000,79.178711,1233400
2020-03-16,75.500000,78.260002,67.610001,68.110001,66.113304,1342800
2020-03-17,69.970001,74.980003,67.269997,74.830002,72.636299,1861800
2020-03-18,70.510002,70.830002,60.049999,65.570000,63.647770,2921200
2020-03-19,65.260002,72.169998,61.730000,68.360001,66.355972,1860900
2020-03-20,69.250000,72.110001,65.269997,65.550003,63.628353,1976300
2020-03-23,64.010002,66.449997,61.220001,62.910000,61.065742,1412400
2020-03-24,65.699997,71.750000,65.080002,71.040001,68.957405,1116700
2020-03-25,70.809998,75.879997,67.750000,72.660004,70.529922,1112900
2020-03-26,72.860001,80.309998,72.320000,79.339996,77.014084,1217500
2020-03-27,76.260002,79.930000,75.129997,77.629997,75.354218,1084000
2020-03-30,78.440002,80.209999,76.629997,78.360001,76.062820,902600
2020-03-31,77.339996,78.949997,75.510002,75.790001,73.568153,1029800
2020-04-01,72.559998,74.129997,69.220001,70.839996,68.763268,896500
2020-04-02,69.830002,74.519997,69.830002,71.769997,69.666000,993300
2020-04-03,70.930000,72.110001,67.290001,68.190002,66.190956,1152600
2020-04-06,71.720001,76.500000,70.669998,74.330002,72.150963,1194600
2020-04-07,77.150002,77.309998,72.779999,73.599998,71.442352,1010600
2020-04-08,73.680000,79.919998,73.400002,78.870003,76.557861,1165300
2020-04-09,80.290001,84.690002,79.720001,82.230003,79.819366,1634600
2020-04-13,81.099998,81.559998,78.089996,79.610001,77.276176,819500
2020-04-14,81.029999,82.019997,79.930000,81.830002,79.431099,1198800
2020-04-15,79.010002,80.629997,78.379997,79.660004,77.324707,902200
2020-04-16,79.879997,80.559998,78.010002,79.010002,76.693764,971400
2020-04-17,80.589996,81.919998,78.690002,79.910004,77.567383,1505300
2020-04-20,79.650002,79.860001,76.139999,76.599998,74.354408,649400
2020-04-21,75.150002,76.099998,74.129997,75.610001,73.393440,687000
2020-04-22,76.779999,78.209999,75.660004,77.580002,75.305679,671600
2020-04-23,77.639999,78.180000,75.690002,75.820000,73.597282,660400
2020-04-24,76.250000,77.400002,75.029999,77.139999,74.878586,1026800
2020-04-27,77.949997,79.570000,77.550003,78.760002,76.451088,740800
2020-04-28,80.870003,80.870003,79.129997,79.989998,77.645027,1197600
2020-04-29,81.500000,81.519997,78.250000,78.550003,76.247246,1226200
2020-04-30,77.779999,77.970001,75.500000,76.989998,74.732979,1381400
2020-05-01,75.480003,75.480003,72.989998,74.120003,72.686348,1479500
